batch_size,context_size,concurrency,k,routing_interval,strategy,configuration_order,repeat,request_index,latency_seconds,queue_seconds,service_seconds,actual_batch_size,semantics,request_id,task_id,task_type,step,state_sha256
4,128,1,3,1,dynamic,9,2,3,5.735403541009873,3.0365200000233017,2.6987015419872478,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,1,3,1,dynamic,9,2,4,6.672734332969412,5.737845750001725,0.9348353749956004,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,1,3,1,dynamic,9,2,5,7.0416934579843655,6.67507737595588,0.36657654104055837,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,1,3,1,dynamic,9,2,6,7.363806292007212,7.04403137601912,0.31973524997010827,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,1,3,1,dynamic,9,2,7,7.754818875051569,7.366149124049116,0.3886015000171028,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,4,1,1,dynamic,12,0,0,0.2706177920335904,5.1042065024375916e-05,0.26912849996006116,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,4,1,1,dynamic,12,0,1,0.5865721250302158,0.2691766250063665,0.31604125001467764,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,4,1,1,dynamic,12,0,2,0.8989016249543056,0.5852230829768814,0.3121826249989681,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
1,128,4,1,1,dynamic,12,0,3,1.2836056250380352,0.8974119160557166,0.3844372080056928,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
1,128,4,1,1,dynamic,12,0,4,1.8839422090095468,1.2818512929952703,0.59981941600563,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
1,128,4,1,1,dynamic,12,0,5,4.03286479198141,1.8816809160052799,2.1445186670171097,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
1,128,4,1,1,dynamic,12,0,6,5.696315833018161,4.026317167037632,1.6679372909711674,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
1,128,4,1,1,dynamic,12,0,7,6.09941958298441,5.694275582965929,0.40509170899167657,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,4,1,1,dynamic,12,1,0,0.2926169579732232,5.0540955271571875e-05,0.2911009169765748,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,4,1,1,dynamic,12,1,1,0.6945742920506746,0.2911436250433326,0.4018834579619579,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,4,1,1,dynamic,12,1,2,1.3744157920009457,0.6930324169807136,0.679487458022777,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
1,128,4,1,1,dynamic,12,1,3,2.5292750420048833,1.3725271669682115,1.154427208006382,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
1,128,4,1,1,dynamic,12,1,4,3.0286855419981293,2.527001917012967,0.4999937919783406,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
1,128,4,1,1,dynamic,12,1,5,3.370295041007921,3.027005708019715,0.3417484579840675,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
1,128,4,1,1,dynamic,12,1,6,3.8090282090124674,3.3687987090670504,0.4387728750007227,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
1,128,4,1,1,dynamic,12,1,7,4.147290209017228,3.8075815420015715,0.3396669999929145,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,4,1,1,dynamic,12,2,0,0.3503917080233805,4.754099063575268e-05,0.34884079202311113,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,4,1,1,dynamic,12,2,1,0.890192124992609,0.3488847080152482,0.5396203750278801,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,4,1,1,dynamic,12,2,2,1.2742447089985944,0.8885207090061158,0.3842620000359602,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
1,128,4,1,1,dynamic,12,2,3,1.8839520839974284,1.2727890839450993,0.608809708035551,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
1,128,4,1,1,dynamic,12,2,4,2.629347833979409,1.8816445840639062,0.7458314999821596,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
1,128,4,1,1,dynamic,12,2,5,3.1402458329685032,2.627490958024282,0.5111114589963108,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
1,128,4,1,1,dynamic,12,2,6,3.4315403329674155,3.1386209170450456,0.29143870796542615,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
1,128,4,1,1,dynamic,12,2,7,3.7722091249888763,3.430071250011679,0.34208083304110914,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,1,3,1,dynamic,14,0,0,0.2868611660087481,4.0792045183479786e-05,0.28677879099268466,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,1,3,1,dynamic,14,0,1,0.6249443329870701,0.286892291973345,0.3380125830299221,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,1,3,1,dynamic,14,0,2,1.006614083016757,0.6250071660033427,0.38156633399194106,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
1,128,1,3,1,dynamic,14,0,3,1.3458696250454523,1.0066639159922488,0.33915495802648365,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
1,128,1,3,1,dynamic,14,0,4,1.6263800419983454,1.3459240830270573,0.2804170419694856,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
1,128,1,3,1,dynamic,14,0,5,1.957287707948126,1.6264318749890663,0.3308193749981001,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
1,128,1,3,1,dynamic,14,0,6,2.235735750000458,1.95733658404788,0.27836204099003226,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
1,128,1,3,1,dynamic,14,0,7,2.5717823749873787,2.2357816249714233,0.3359642500290647,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,1,3,1,dynamic,14,1,0,0.4368707500398159,3.766705049201846e-05,0.43675029097357765,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,1,3,1,dynamic,14,1,1,0.8263214589678682,0.43694437498925254,0.3893317909678444,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,1,3,1,dynamic,14,1,2,1.1482353329774924,0.8263684999546967,0.3218280830187723,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
1,128,1,3,1,dynamic,14,1,3,1.642408375046216,1.1482847079751082,0.49408145900815725,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
1,128,1,3,1,dynamic,14,1,4,2.3235110840178095,1.642458042013459,0.6810149169759825,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
1,128,1,3,1,dynamic,14,1,5,3.345849166973494,2.3235672909067944,1.0217515000258572,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
1,128,1,3,1,dynamic,14,1,6,4.865001458034385,3.3460475830361247,1.5188682499574497,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
1,128,1,3,1,dynamic,14,1,7,5.304326415993273,4.865085749013815,0.439194459002465,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,1,3,1,dynamic,14,2,0,0.351065041963011,3.858399577438831e-05,0.35098508303053677,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,1,3,1,dynamic,14,2,1,0.7621982080163434,0.3511020829901099,0.4110568749601953,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,1,3,1,dynamic,14,2,2,1.0914019999909215,0.7622438749531284,0.32910658401669934,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
1,128,1,3,1,dynamic,14,2,3,1.4450501250103116,1.0914696250110865,0.3535362500115298,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
1,128,1,3,1,dynamic,14,2,4,1.7587549579911865,1.445102457946632,0.3136152500519529,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
1,128,1,3,1,dynamic,14,2,5,2.113681207993068,1.758802083088085,0.3548399159917608,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
1,128,1,3,1,dynamic,14,2,6,2.6395297079579905,2.1137317909742706,0.5256099170073867,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
1,128,1,3,1,dynamic,14,2,7,3.2686871249461547,2.6396997919655405,0.6289417080115527,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,1,1,1,dynamic,15,0,0,0.2753019160008989,0.0023265419877134264,0.27293608302716166,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,1,1,1,dynamic,15,0,1,0.6051590830320492,0.27761883405037224,0.32750441698590294,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,1,1,1,dynamic,15,0,2,0.9430350000038743,0.6074840829824097,0.3355119579937309,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,1,1,1,dynamic,15,0,3,1.2987543749623,0.9454369589220732,0.3532671660068445,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,1,1,1,dynamic,15,0,4,1.6106704580015503,1.3010954170604236,0.30946849996689707,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,1,1,1,dynamic,15,0,5,2.327202083019074,1.6130489589995705,0.7141080830479041,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,1,1,1,dynamic,15,0,6,3.7292097919853404,2.3295464579132386,1.3983001250308007,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,1,1,1,dynamic,15,0,7,4.355125958973076,3.7320153339533135,0.6229787920019589,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,1,1,1,dynamic,15,1,0,1.422825040994212,0.0023341240594163537,1.4203107499633916,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,1,1,1,dynamic,15,1,1,2.123878207989037,1.4253097499604337,0.6985179579933174,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,1,1,1,dynamic,15,1,2,2.516714832978323,2.1262760829995386,0.39037600002484396,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,1,1,1,dynamic,15,1,3,3.000266208022367,2.519078000972513,0.48111845803214237,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,1,1,1,dynamic,15,1,4,3.3287022919976152,3.0026212909724563,0.32603770901914686,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,1,1,1,dynamic,15,1,5,3.852429624996148,3.331042500969488,0.5212585830013268,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,1,1,1,dynamic,15,1,6,4.2360254999948665,3.854836082959082,0.38113875000271946,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,1,1,1,dynamic,15,1,7,4.568981209013145,4.23836500098696,0.33057516597909853,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,1,1,1,dynamic,15,2,0,0.3193701249547303,0.0020982909481972456,0.3172305839834735,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,1,1,1,dynamic,15,2,1,0.8592369590187445,0.3216943339793943,0.5375041670049541,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,1,1,1,dynamic,15,2,2,1.2038240000256337,0.8615727080032229,0.34219379199203104,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,1,1,1,dynamic,15,2,3,1.5767844580113888,1.2061881240224466,0.37055579200387,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,1,1,1,dynamic,15,2,4,1.8894876670092344,1.579200625012163,0.31022637500427663,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,1,1,1,dynamic,15,2,5,2.2604532910045236,1.891840249998495,0.36856999999145046,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,1,1,1,dynamic,15,2,6,2.6069590839906596,2.2628073759842664,0.344115125015378,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,1,1,1,dynamic,15,2,7,3.1648042500019073,2.6092923340038396,0.5552679579705,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,4,3,1,dynamic,17,0,0,0.8054234579904005,5.058303941041231e-05,0.8052770419744775,4,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,4,3,1,dynamic,17,0,1,0.8054296670015901,3.925006603822112e-05,0.8052770419744775,4,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,4,3,1,dynamic,17,0,2,0.8054297920316458,3.5334029234945774e-05,0.8052770419744775,4,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,4,3,1,dynamic,17,0,3,0.8054306249832734,3.2750016544014215e-05,0.8052770419744775,4,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,4,3,1,dynamic,17,0,4,1.6262139999889769,0.8055144169484265,0.8206452080048621,4,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,4,3,1,dynamic,17,0,5,1.62621862499509,0.8055166259873658,0.8206452080048621,4,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,4,3,1,dynamic,17,0,6,1.6262217499897815,0.8055163759854622,0.8206452080048621,4,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,4,3,1,dynamic,17,0,7,1.6262239580391906,0.8055157500202768,0.8206452080048621,4,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,4,3,1,dynamic,17,1,0,1.1661634999909438,5.541701102629304e-05,1.166009208012838,4,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,4,3,1,dynamic,17,1,1,1.1661566669936292,4.108401481062174e-05,1.166009208012838,4,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,4,3,1,dynamic,17,1,2,1.1661573749734089,3.670796286314726e-05,1.166009208012838,4,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,4,3,1,dynamic,17,1,3,1.1661592079908587,3.383401781320572e-05,1.166009208012838,4,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,4,3,1,dynamic,17,1,4,3.719585457991343,1.166286499996204,2.5531579579692334,4,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,4,3,1,dynamic,17,1,5,3.7196083340095356,1.166287126019597,2.5531579579692334,4,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,4,3,1,dynamic,17,1,6,3.719612041953951,1.1662862510420382,2.5531579579692334,4,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,4,3,1,dynamic,17,1,7,3.719614375033416,1.1662858750205487,2.5531579579692334,4,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
4,128,4,3,1,dynamic,17,2,0,2.466359874990303,6.791704799979925e-05,2.4661456670146435,4,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
4,128,4,3,1,dynamic,17,2,1,2.4663666249834932,4.554097540676594e-05,2.4661456670146435,4,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
4,128,4,3,1,dynamic,17,2,2,2.4663654169999063,4.066701512783766e-05,2.4661456670146435,4,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
4,128,4,3,1,dynamic,17,2,3,2.4663650420261547,3.7333054933696985e-05,2.4661456670146435,4,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
4,128,4,3,1,dynamic,17,2,4,3.8557449170039035,2.466493917047046,1.3891995419980958,4,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
4,128,4,3,1,dynamic,17,2,5,3.8557484580087475,2.4664972499595024,1.3891995419980958,4,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
4,128,4,3,1,dynamic,17,2,6,3.855750042013824,2.4664966670097783,1.3891995419980958,4,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
4,128,4,3,1,dynamic,17,2,7,3.855752165953163,2.466496165958233,1.3891995419980958,4,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,1,3,1,single,18,0,0,0.2669110830174759,7.524999091401696e-05,0.26673187501728535,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,1,3,1,single,18,0,1,0.5940866249729879,0.2655138749978505,0.3284716249909252,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,1,3,1,single,18,0,2,0.9073039999930188,0.5941404160112143,0.31305933400290087,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
1,128,1,3,1,single,18,0,3,1.2593265830073506,0.9073602920398116,0.3518414159771055,1,queue-inclusive service request,replay-1-1,5e269f66a46c0c02,retrieval,1,ddce54a1ab2625971ce0f90f1e8c5cf711905c05a8b7073b1352bfcd34dcec16
1,128,1,3,1,single,18,0,4,1.5724145409767516,1.2594123329618014,0.3127755830064416,1,queue-inclusive service request,replay-2-0,6f543ee6af6b8920,code,0,c12358112bcde5b798e8d49256aadcdb79a74920a12af33eceefc360c975ff72
1,128,1,3,1,single,18,0,5,1.9504376670229249,1.5725043750135228,0.37780608399771154,1,queue-inclusive service request,replay-2-1,6f543ee6af6b8920,code,1,9af6b5b5e7c296e4e997a0afd43064896d908dd16fd94949b8497c0ec878a383
1,128,1,3,1,single,18,0,6,2.5852074999711476,1.9505245420150459,0.6337779579916969,1,queue-inclusive service request,replay-3-0,54dc4983ab578f2c,code,0,d2e970ccba38ef38b5871c9673def3ba341759a05b280645e2e00d52671724e8
1,128,1,3,1,single,18,0,7,3.120889374986291,2.5854232920100912,0.5353701669955626,1,queue-inclusive service request,replay-3-1,54dc4983ab578f2c,code,1,a00e8bb8ae6325d5a92bab733139b8877628892cf432702c5b8e2be93963bb72
1,128,1,3,1,single,18,1,0,0.2850351660163142,9.762501576915383e-05,0.28483266598777846,1,queue-inclusive service request,replay-0-0,48938588903be5f0,math,0,27b260dc9006998d3cc07116750a2301f7c074bb87935263baaacb82ceefc7a8
1,128,1,3,1,single,18,1,1,0.7851427090354264,0.2836303749936633,0.50135366700124,1,queue-inclusive service request,replay-0-1,48938588903be5f0,math,1,4d29a3653f4820017fca9a079e23341f237a5e27ce6fd820d5bd2aa31f55f1d9
1,128,1,3,1,single,18,1,2,1.1247180420323275,0.785213333030697,0.33939287497196347,1,queue-inclusive service request,replay-1-0,5e269f66a46c0c02,retrieval,0,caebd297d2e6059d30182feb06b45dd81df40c616172d1aa4e6c323f3476ac02
